""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"183"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"AMPLIFICACION DE EVENTOS"	"59500"	"2005"	"No"
"184"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SOPORTES PUBLICITARIOS"	"13387500"	"2005"	"No"
"185"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SOPORTES PUBLICITARIOS"	"9864108"	"2005"	"No"
"186"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ALOJAMIENTO PARA CANDIDATO"	"167801"	"2005"	"No"
"187"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SOPORTES PUBLICITARIOS"	"0"	"2005"	"No"
"188"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE HABITACION PARA CANDIDATO"	"411375"	"2005"	"No"
"189"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SISTEMAS DE ILUMINACION"	"440000"	"2005"	"No"
"190"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMPLIFICADOR PARA EVENTOS"	"249900"	"2005"	"No"
"191"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE VEHICULO PARA CAMPANA EN TERREN"	"240000"	"2005"	"No"
"192"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE ESPACIOS PUBLICITARIOS"	"13566000"	"2005"	"No"
"193"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMPLIFICADOR PARA EVENTOS"	"297500"	"2005"	"No"
"194"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SEGUROS PARA VEHICULOS"	"1345224"	"2005"	"No"
"195"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE ESCENARIO MECANICO"	"214200"	"2005"	"No"
"196"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMBULANCIAS Y CONDUCTOR"	"1e+05"	"2005"	"No"
"197"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMBULANCIAS Y CONDUCTOR"	"1e+05"	"2005"	"No"
"198"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMPLIFICADOR PARA EVENTOS"	"110000"	"2005"	"No"
"199"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE RAMPLA USADA COMO ESCENARIO"	"95200"	"2005"	"No"
"200"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE BUSES PARA GIRA EN REGIONES"	"90000"	"2005"	"No"
"201"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ASESORIA EN PREVENCION DE RIESGOS"	"4e+05"	"2005"	"No"
"202"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMPLIFICADOR PARA EVENTOS"	"150000"	"2005"	"No"
"203"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE AMPLIFICADOR PARA EVENTOS"	"238000"	"2005"	"No"
"204"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE LETRROS DIFERENTES CALLES"	"3927000"	"2005"	"No"
"205"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE EMPRESA DE SEGURIDAD"	"780045"	"2005"	"No"
"206"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE BANOS QUIMICOS"	"209440"	"2005"	"No"
"207"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE EMPRESA DE SEGURIDAD"	"28560"	"2005"	"No"
"208"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE EMPRESA DE SEGURIDAD"	"508725"	"2005"	"No"
"209"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SALON HOTEL CROWNE PLAZA"	"5052880"	"2005"	"No"
"210"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE CAMION EN PAINE"	"1963500"	"2005"	"No"
"211"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SEGUROS PARA VEHICULOS"	"383751"	"2005"	"No"
"212"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE EMPRESA DE SEGURIDAD"	"196350"	"2005"	"No"
"213"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE 2 VAN PARA CAMPANA EN TERREN"	"166600"	"2005"	"No"
"214"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SEGUROS PARA VEHICULOS"	"720331"	"2005"	"No"
"215"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE SALON EN HOTEL CROWNE PLAZA"	"2476634"	"2005"	"No"
"216"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE HABITACION PARA CANDIDATO"	"99901"	"2005"	"No"
"217"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO EQUIPOS DE AMPLIFICACION Y VEHICU"	"1e+05"	"2005"	"No"
"218"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ESTADIA Y HOSPEDAJE EN GIRA V REGION"	"34900"	"2005"	"No"
"219"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE VEHICULOS PARA CAMPANA EN TER"	"642600"	"2005"	"No"
"220"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE VEHICULOS PARA CAMPANA EN TER"	"321300"	"2005"	"No"
"221"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE BUSES"	"89250"	"2005"	"No"
"222"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE ESCENARIO PARA EVENTO"	"120000"	"2005"	"No"
"223"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"AMPLIFICACION DE EVENTOS EN CAMPANA"	"2e+05"	"2005"	"No"
"224"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO BANOS QUIMICOS"	"427210"	"2005"	"No"
"225"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO DE BUSES PARA GIRA EN REGIONES"	"1e+05"	"2005"	"No"
"226"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"326334"	"2005"	"No"
"227"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"259456"	"2005"	"No"
"228"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CONFECCION BOLSAS MICROFIBRA PLASTICAS"	"323621"	"2005"	"No"
"229"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARRIENDO LETREROS PUBLICITARIOS"	"1381935"	"2005"	"No"
"230"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"COMPRAS SOBRE UN CUARTO OFICIO"	"40000"	"2005"	"No"
"231"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ALMUERZO REUNION DE DAMAS"	"236470"	"2005"	"No"
"232"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PELOTAS PLASTICAS PUBLICIDAD"	"1285200"	"2005"	"No"
"233"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"3070200"	"2005"	"No"
"234"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ESTAMPADOS BOLSAS POLIETILENO"	"5712000"	"2005"	"No"
"235"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CONFECCION E INSTALAC LETREROS PUBLICITARIOS"	"1749300"	"2005"	"No"
"236"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESIONES TELAS PVC"	"4066613"	"2005"	"No"
"237"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"1302872"	"2005"	"No"
"238"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"165910"	"2005"	"No"
"239"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"995495"	"2005"	"No"
"240"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION TELAS PVC"	"247206"	"2005"	"No"
"241"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"227326"	"2005"	"No"
"242"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"POLERAS ESTAMPADAS"	"5601925"	"2005"	"No"
"243"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"767550"	"2005"	"No"
"244"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESIONES TELAS PVC"	"9300082"	"2005"	"No"
"245"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TINTA MAQUINA DUPLO"	"29274"	"2005"	"No"
"246"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CONFECCION LUNETAS PUBLICIDAD BUSES"	"9247074"	"2005"	"No"
"247"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"LUNETAS DE PUBLICIDAD"	"7735000"	"2005"	"No"
"248"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CAMPANA EN MICROBUSES"	"96390000"	"2005"	"No"
"249"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"EXPENDEDORES Y STAND PUBLICIDAD"	"278460"	"2005"	"No"
"250"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"1624945"	"2005"	"No"
"251"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION AUTOADHESIVOS Y CALENDARIOS"	"4818310"	"2005"	"No"
"252"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION DE BOLSAS PLASTICAS"	"5712000"	"2005"	"No"
"253"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARTICULOS DE OFICINA Y ASEO"	"35113"	"2005"	"No"
"254"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ARTICULOS DE OFICINA Y ASEO"	"113882"	"2005"	"No"
"255"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"SERVICIO IMPRESION PUBLICITARIA"	"40283880"	"2005"	"No"
"256"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"288099"	"2005"	"No"
"257"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS"	"225624"	"2005"	"No"
"258"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS IMPRESAS AMBAS CARAS"	"7237580"	"2005"	"No"
"259"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BLACK TONER"	"87820"	"2005"	"No"
"260"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"EDICION EN VHS"	"14268"	"2005"	"No"
"261"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"JUEGOS DE TOALLAS"	"137500"	"2005"	"No"
"262"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALCOMANIAS DE BOLSILLO"	"3316530"	"2005"	"No"
"263"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION DE ADHESIVOS"	"8865593"	"2005"	"No"
"264"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"SERVICIOS IMPRESION PUBLICITARIA"	"12257793"	"2005"	"No"
"265"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"392700"	"2005"	"No"
"266"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ESTAMPADO DE BANDERAS CORTAVIENTOS"	"1566599"	"2005"	"No"
"267"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"MARCADORES PILAS DVD OTROS"	"27114"	"2005"	"No"
"268"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION CUADRADOS DE ADHESIVO"	"56202980"	"2005"	"No"
"269"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS DE MICROFIBRA"	"577269"	"2005"	"No"
"270"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"279888"	"2005"	"No"
"271"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ENCHUFES PARA LOGOTIPOS"	"666400"	"2005"	"No"
"272"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION BOLSAS AMBAS CARAS"	"2092020"	"2005"	"No"
"273"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS DE PLASTICAS"	"12852000"	"2005"	"No"
"274"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"REGISTRO EN VIDEO CAMPANA"	"660450"	"2005"	"No"
"275"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"VIDEO MUJERES EN ARICA Y COPIAS"	"252875"	"2005"	"No"
"276"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION DE ADHESIVOS"	"7640623"	"2005"	"No"
"277"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"795872"	"2005"	"No"
"278"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ALMUERZO CELEBRATIVO"	"2e+05"	"2005"	"No"
"279"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TINTA NEGRA"	"68306"	"2005"	"No"
"280"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"686333"	"2005"	"No"
"281"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"163339"	"2005"	"No"
"282"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"318075"	"2005"	"No"
"283"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"318075"	"2005"	"No"
"284"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ESTAMPADO POLERAS BLANCAS"	"10495800"	"2005"	"No"
"285"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"258111"	"2005"	"No"
"286"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"120949"	"2005"	"No"
"287"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"326941"	"2005"	"No"
"288"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"VOLANTES COUHE"	"1827840"	"2005"	"No"
"289"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"318075"	"2005"	"No"
"290"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"202574"	"2005"	"No"
"291"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"336925"	"2005"	"No"
"292"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJASPINTURAS BLANCAS Y ROJAS"	"76160"	"2005"	"No"
"293"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"6026874"	"2005"	"No"
"294"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"INSTALACION DE TELAS PVC"	"83300"	"2005"	"No"
"295"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CAJAS EMBALAJE LENTES"	"3927000"	"2005"	"No"
"296"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELON GRAFICA Y TELAS"	"2496144"	"2005"	"No"
"297"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TRANSMISION FRASES PUBLICITARIAS"	"315850"	"2005"	"No"
"298"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TRANSMISION FRASES PUBLICITARIAS"	"343315"	"2005"	"No"
"299"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TRANSMISION FRASES PUBLICITARIAS"	"285898"	"2005"	"No"
"300"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TRANSMISION FRASES PUBLICITARIAS"	"263095"	"2005"	"No"
"301"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"3300 METROS DE IMPRESION"	"9032100"	"2005"	"No"
"302"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"GIGANTOGRAFIA CON LUZ EN CENTRO"	"5355000"	"2005"	"No"
"303"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"499800"	"2005"	"No"
"304"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"457555"	"2005"	"No"
"305"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"POLERAS ESTAMPADAS 2 COLORES"	"5601925"	"2005"	"No"
"306"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION CUADRADOS DE ADHESIVO"	"56320838"	"2005"	"No"
"307"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PUBLICACION DIARIO AUSTRAL"	"268007"	"2005"	"No"
"308"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"1535100"	"2005"	"No"
"309"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ESTAMPADO DE BOLSAS"	"2094400"	"2005"	"No"
"310"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"MANTENCION DE VEHICULOS"	"330501"	"2005"	"No"
"311"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"MANTENCION DE VEHICULOS"	"62485"	"2005"	"No"
"312"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"LIENZOS DE PVC"	"5419260"	"2005"	"No"
"313"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"LIENZOS DE PVC"	"2107490"	"2005"	"No"
"314"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"4712400"	"2005"	"No"
"315"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"11495400"	"2005"	"No"
"316"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"LIENZOS DE PVC"	"4926600"	"2005"	"No"
"317"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION TELAS DE PVC"	"25043550"	"2005"	"No"
"318"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"551494"	"2005"	"No"
"319"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"383775"	"2005"	"No"
"320"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"173550"	"2005"	"No"
"321"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"122653"	"2005"	"No"
"322"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"173585"	"2005"	"No"
"323"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"2491955"	"2005"	"No"
"324"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"819672"	"2005"	"No"
"325"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESOS BANNER MATE"	"1642200"	"2005"	"No"
"326"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"75565"	"2005"	"No"
"327"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"POLERAS BLANCAS IMPRESAS"	"1082900"	"2005"	"No"
"328"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"3484320"	"2005"	"No"
"329"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION DE REVISTAS"	"1535100"	"2005"	"No"
"330"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESOS BANNER MATE"	"6568800"	"2005"	"No"
"331"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"2613835"	"2005"	"No"
"332"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"302915"	"2005"	"No"
"333"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"JUGOS DE TOALLAS"	"0"	"2005"	"No"
"334"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"3260957"	"2005"	"No"
"335"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PAPEL SOBRES Y ETIQUETAS"	"94413"	"2005"	"No"
"336"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PAPEL SOBRES Y ETIQUETAS"	"132524"	"2005"	"No"
"337"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"361284"	"2005"	"No"
"338"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS IMPRESAS AMBAS CARAS"	"5712000"	"2005"	"No"
"339"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"COMPRA PVC HORIZONTAL VERTICAL"	"5074398"	"2005"	"No"
"340"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"COMPRA PVC HORIZONTAL VERTICAL"	"5468526"	"2005"	"No"
"341"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"COMPRA PVC HORIZONTAL VERTICAL"	"2487933"	"2005"	"No"
"342"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"POLERAS DE ALGODON"	"100900"	"2005"	"No"
"343"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"COMPRAS DE TELAS"	"5747700"	"2005"	"No"
"344"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESION DE TELAS PVC"	"13229706"	"2005"	"No"
"345"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"SACO IMPRESO CON MANILLAS"	"2791740"	"2005"	"No"
"346"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESOS BANNER MATE"	"23811900"	"2005"	"No"
"347"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS IMPRESAS AMBAS CARAS"	"17707200"	"2005"	"No"
"348"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CORTAVIENTOS ESTAMPADOS"	"5283600"	"2005"	"No"
"349"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CORTAVIENTOS ESTAMPADOS"	"1059100"	"2005"	"No"
"350"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"SACO IMPRESO CON MANILLAS"	"2356200"	"2005"	"No"
"351"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"8121750"	"2005"	"No"
"352"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"13119750"	"2005"	"No"
"353"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"954856"	"2005"	"No"
"354"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BICICLETAS CON ARMAZON"	"0"	"2005"	"No"
"355"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"3941280"	"2005"	"No"
"356"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PALOMAS PUBLICITARIAS"	"2669118"	"2005"	"No"
"357"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"1719550"	"2005"	"No"
"358"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"IMPRESOS BANNER MATE"	"689724"	"2005"	"No"
"359"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"LIENZOS DE PVC"	"1625778"	"2005"	"No"
"360"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"JUEGOS BATERIAS DE COCINA"	"0"	"2005"	"No"
"361"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PINTURAS BLANCAS Y ROJAS"	"3363654"	"2005"	"No"
"362"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"10288740"	"2005"	"No"
"363"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CINTAS EMBALAJES MARCADORES"	"119428"	"2005"	"No"
"364"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BOLSAS MICROFIBRA"	"1749300"	"2005"	"No"
"365"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"653310"	"2005"	"No"
"366"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"1259020"	"2005"	"No"
"367"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"24052875"	"2005"	"No"
"368"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CALENDARIOS DE BOLSILLOS"	"6508396"	"2005"	"No"
"369"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"TELAS DE PVC PARA VALLAS"	"6979350"	"2005"	"No"
"370"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"GLOBOS PARA CAMPANA"	"785400"	"2005"	"No"
"371"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BANDERAS ESTAMPAS"	"981750"	"2005"	"No"
"372"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PEINETAS DE PROMOCION"	"773500"	"2005"	"No"
"373"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"DIPTICOS T OFICIO"	"3927000"	"2005"	"No"
"374"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"BANDERAS ESTAMPADAS"	"327250"	"2005"	"No"
"375"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"SACO IMPRESO CON MANILLAS"	"1713600"	"2005"	"No"
