""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"190"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	"CORPBANCA"	"7250000"	"2013"	"No"
"191"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	NA	"189287746"	"2013"	"No"
"192"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	"BANCO ESTADO"	"936394"	"2013"	"No"
"193"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	"-"	"160000"	"2013"	"No"
"194"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	"-"	"239873370"	"2013"	"No"
"195"	"MARCO ENRIQUEZ-OMINAMI"	"PARTIDO PROGRESISTA"	"CORPBANCA"	"250000000"	"2013"	"No"
"196"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"-"	"853342284"	"2013"	"No"
"197"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"BANCO ESTADO"	"76684666"	"2013"	"No"
"198"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"APORTE PROPIO"	"267262"	"2013"	"No"
"199"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"SOCIEDAD DE MARKETING ASESORIAS Y EVENTOS LIMITADA"	"3000000"	"2013"	"No"
"200"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"BANCO ESTADO"	"2036416727"	"2013"	"No"
"201"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"-"	"1405681423"	"2013"	"No"
"202"	"MICHELLE BACHELET"	"PARTIDO SOCIALISTA DE CHILE"	"PARTIDO SOCIALISTA DE CHILE"	"1002000000"	"2013"	"No"
"203"	"RICARDO ISRAEL"	"PARTIDO REGIONALISTA DE LOS INDEPENDIENTES"	"BANCO DEL ESTADO DE CHILE"	"53419457"	"2013"	"No"
"204"	"RICARDO ISRAEL"	"PARTIDO REGIONALISTA DE LOS INDEPENDIENTES"	"BANCO DEL ESTADO DE CHILE"	"1325967"	"2013"	"No"
"205"	"RICARDO ISRAEL"	"PARTIDO REGIONALISTA DE LOS INDEPENDIENTES"	"Mario Ivan Sanchez Arenas"	"960000"	"2013"	"No"
"206"	"ROXANA MIRANDA"	"PARTIDO IGUALDAD"	"PATRICIA VARGAS MOLINA"	"1500000"	"2013"	"No"
"207"	"ROXANA MIRANDA"	"PARTIDO IGUALDAD"	"-"	"2420000"	"2013"	"No"
"208"	"ROXANA MIRANDA"	"PARTIDO IGUALDAD"	"BANCO ESTADO"	"50000000"	"2013"	"No"
"209"	"ROXANA MIRANDA"	"PARTIDO IGUALDAD"	"JORGE CARLOS CEPEDA MOLINA"	"6000000"	"2013"	"No"
"210"	"ROXANA MIRANDA"	"PARTIDO IGUALDAD"	"BANCO ESTADO"	"618833"	"2013"	"No"
"211"	"TOMAS JOCELYN-HOLT"	"INDEPENDIENTE"	"BANCO ESTADO"	"45347922"	"2013"	"No"
"212"	"TOMAS JOCELYN-HOLT"	"INDEPENDIENTE"	NA	"8652078"	"2013"	"No"
"213"	"TOMAS JOCELYN-HOLT"	"INDEPENDIENTE"	"-"	"19000000"	"2013"	"No"
"214"	"TOMAS JOCELYN-HOLT"	"INDEPENDIENTE"	"TOMAS YOCELYN-HOLT"	"20260000"	"2013"	"No"
"215"	"TOMAS JOCELYN-HOLT"	"INDEPENDIENTE"	"BANCO ESTADO"	"1265580"	"2013"	"No"
"216"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"2e+07"	"2017"	"No"
"217"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"6e+06"	"2017"	"No"
"218"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"2e+07"	"2017"	"No"
"219"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARCELO IVAN CARDENAS ALVAREZ"	"6e+06"	"2017"	"No"
"220"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"1e+07"	"2017"	"No"
"221"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"3600000"	"2017"	"No"
"222"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRA HAYDEE AGUAYO ALARCON"	"2200000"	"2017"	"No"
"223"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	NA	"1e+06"	"2017"	"No"
"224"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NORMA DEL TRANSITO SAEZ SOLIS"	"7e+06"	"2017"	"No"
"225"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARCELO IVAN CARDENAS ALVAREZ"	"2e+06"	"2017"	"No"
"226"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"3800000"	"2017"	"No"
"227"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MAURICIO NOLASCO ESPARZA TOLEDO"	"2e+06"	"2017"	"No"
"228"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARCELO IVAN CARDENAS ALVAREZ"	"2e+06"	"2017"	"No"
"229"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NORMA DEL TRANSITO SAEZ SOLIS"	"2e+06"	"2017"	"No"
"230"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"HECTOR MANUEL OLIVASALGADO"	"2e+06"	"2017"	"No"
"231"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRO NAVARRO BRAIN"	"1800000"	"2017"	"No"
"232"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"COMUNICACIONES SIXTOMAURICIO MORALES GONZÁLEZ"	"357000"	"2017"	"No"
"233"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	NA	"22895600"	"2017"	"No"
"234"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	NA	"10704795"	"2017"	"No"
"235"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"COMPAÑÍA CHILENA DECOMUNICACIONES SA"	"9001824"	"2017"	"No"
"236"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	NA	"9612537"	"2017"	"No"
"237"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"BIO BIO COMUNICACIONES SA"	"4141200"	"2017"	"No"
"238"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"BIO BIO COMUNICACIONES SA"	"11733400"	"2017"	"No"
"239"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	NA	"3e+06"	"2017"	"No"
"240"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"LUIS FELIPE SANDOVALGARCIA"	"180000"	"2017"	"No"
"241"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CLAUDIO GUINEO VARGAS"	"180000"	"2017"	"No"
"242"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"DANIEL ALFONSO HUENCHUCHEO VARGAS"	"180000"	"2017"	"No"
"243"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"IGNACIO ESTEBAN PENDOLA PENDOLA"	"90000"	"2017"	"No"
"244"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"SOFIA RICKENBERG PEÑA"	"90000"	"2017"	"No"
"245"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"INGRID VIVANCO VIVANCO"	"90000"	"2017"	"No"
"246"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ANDREA CANTO CARRILLO"	"90000"	"2017"	"No"
"247"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"SILVIA ESCOBAR CONTRERAS"	"60000"	"2017"	"No"
"248"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALBA JARA PRADENAS"	"180000"	"2017"	"No"
"249"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PEDRO CEBALLOS JIMENEZ"	"90000"	"2017"	"No"
"250"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MANUEL RIVERA PEÑA"	"90000"	"2017"	"No"
"251"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ERWIN JARA NAVARRETE"	"66000"	"2017"	"No"
"252"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"DANIEL VALDEBENITO MONTOYA"	"15000"	"2017"	"No"
"253"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FRANCISCA RAMIREZ"	"96000"	"2017"	"No"
"254"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JONATAN TOLEDO"	"96000"	"2017"	"No"
"255"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CATALINA MARTINEZ PLAZA"	"115000"	"2017"	"No"
"256"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FRANCO HERRERA VIERA"	"90000"	"2017"	"No"
"257"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"BENJAMIN TAPIA GARCIA"	"90000"	"2017"	"No"
"258"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"GERALDINE CABELLO REYES"	"90000"	"2017"	"No"
"259"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIER VILCHES SOLIS"	"90000"	"2017"	"No"
"260"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CLAUDIA ARCE CRUZ"	"30000"	"2017"	"No"
"261"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"DANTE MIRANDA ZEPEDA"	"30000"	"2017"	"No"
"262"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"KATERINE CASTILLO ANTICOY"	"15000"	"2017"	"No"
"263"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MELISSA ARANCIBIA PONCE"	"15000"	"2017"	"No"
"264"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"VICTOR GONZALEZ FUENZALIDA"	"60000"	"2017"	"No"
"265"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ANGELA JARA OSORIO"	"15000"	"2017"	"No"
"266"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CONSTANZA QUIROZ HERNANDEZ"	"33000"	"2017"	"No"
"267"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MACARENA VASQUEZ HENRIQUEZ"	"33000"	"2017"	"No"
"268"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"DANIELA OSES LEIVA"	"33000"	"2017"	"No"
"269"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"KARINA ILUFI CORNEJO"	"15000"	"2017"	"No"
"270"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAROLINA SILVA MARCICH"	"9000"	"2017"	"No"
"271"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JADE LOPEZ CEA"	"9000"	"2017"	"No"
"272"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIERA HERNANDEZ ZAMBRANO"	"15000"	"2017"	"No"
"273"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ALEJANDRA PEREZ LAGOS"	"10500"	"2017"	"No"
"274"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIER FUENTES MARTINEZ"	"15000"	"2017"	"No"
"275"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CONSTANZA HERRERA MANCILLA"	"15000"	"2017"	"No"
"276"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JACQUELINE PEREZ SALAZAR"	"90000"	"2017"	"No"
"277"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PAULINA DEL PILAR ANTILEF LINCOCHEO"	"30000"	"2017"	"No"
"278"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"VANIA ACUÑA PAREDES"	"15000"	"2017"	"No"
"279"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"LAURA MARTINEZ VELOSO"	"15000"	"2017"	"No"
"280"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FELIPE ALARCON SANDOVAL"	"63000"	"2017"	"No"
"281"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"RODRIGO MUÑOZ SOTO"	"63000"	"2017"	"No"
"282"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"YANARA MOLINA TOBAR"	"63000"	"2017"	"No"
"283"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CATALINA CORREA BINIMELIS"	"63000"	"2017"	"No"
"284"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"YERET CISTERNAS CONTRERAS"	"90000"	"2017"	"No"
"285"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"DIEGO MORALES FAUNDEZ"	"90000"	"2017"	"No"
"286"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAMILA LAGOS BAEZA"	"93000"	"2017"	"No"
"287"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NICOLAS VALLEJOS VICTORIANO"	"93000"	"2017"	"No"
"288"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ROBERTO ECHEVERRIA OSORIO"	"93000"	"2017"	"No"
"289"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CARLA TORRES SANHUEZA"	"90000"	"2017"	"No"
"290"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIERA CORTESI AREVALO"	"90000"	"2017"	"No"
"291"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ENZO CONSTANZO HIDALGO"	"90000"	"2017"	"No"
"292"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FABIAN PEREZ RETAMAL"	"90000"	"2017"	"No"
"293"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CESAR CASTRO ARIAS"	"90000"	"2017"	"No"
"294"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MAIRA MEDINA YEPSEN"	"90000"	"2017"	"No"
"295"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"YANARA MEDINA YEPSEN"	"90000"	"2017"	"No"
"296"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"GUSTAVO SANHUEZA ORMEÑO"	"96000"	"2017"	"No"
"297"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAMILA SANHUEZA ORMEÑO"	"96000"	"2017"	"No"
"298"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"SEBASTIAN PINEDA LANDAUR"	"63000"	"2017"	"No"
"299"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CARLA TORRES SANHUEZA"	"15000"	"2017"	"No"
"300"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JUAN PABLO GARCIA ARAVENA"	"124500"	"2017"	"No"
"301"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIERA MERINO FLORES"	"96000"	"2017"	"No"
"302"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"LILIAN ORTEGA FAUNDEZ"	"15000"	"2017"	"No"
"303"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JAVIERA DAROCH COLOMA"	"48000"	"2017"	"No"
"304"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MONICA LARENAS COLOMA"	"150000"	"2017"	"No"
"305"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NELSON PEREZ RETAMAL"	"60000"	"2017"	"No"
"306"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAMILO BERNALES MUÑOZ"	"96000"	"2017"	"No"
"307"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"ROCIO CALIFORNIA RAMIREZ"	"96000"	"2017"	"No"
"308"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NICOLAS DAMANES ZAMORANO"	"66000"	"2017"	"No"
"309"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"RENE ULLOA VERA"	"90000"	"2017"	"No"
"310"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"IGNACIO MUÑOZ SOLAR"	"115000"	"2017"	"No"
"311"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"KATHERINE TABILO ROCA"	"90000"	"2017"	"No"
"312"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAMILA SILVA MALDONADO"	"45000"	"2017"	"No"
"313"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NICOLE MALDONADO JARA"	"48000"	"2017"	"No"
"314"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JONATAN DONOSO PEZO"	"48000"	"2017"	"No"
"315"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"NICOLAS VALENZUELA ARENAS"	"30000"	"2017"	"No"
"316"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"IRMA HENRIQUEZ MEDINA"	"30000"	"2017"	"No"
"317"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"TABITA LATUD ORMEÑO"	"30000"	"2017"	"No"
"318"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"JUAN PABLO ESCOBAR BAEZA"	"60000"	"2017"	"No"
"319"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PALOMA CATALINA BUSTAMANTE MUÑOZ"	"180000"	"2017"	"No"
"320"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FRANCISCO LAGOS LEIVA"	"66000"	"2017"	"No"
"321"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"VALENTINA LOBOS SOLIS"	"10500"	"2017"	"No"
"322"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FRANCISCA CRISOSTOMODIAZ"	"90000"	"2017"	"No"
"323"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PALOMA DIAZ BARUEL"	"90000"	"2017"	"No"
"324"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CAMILA MORTIZ FERNANDEZ"	"90000"	"2017"	"No"
"325"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PABLO VELARDE SUAREZ"	"60000"	"2017"	"No"
"326"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"BASTIAN GUZMAN MORALES"	"120000"	"2017"	"No"
"327"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"CRISTOBAL PUENTES AVILA"	"90000"	"2017"	"No"
"328"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PEDRO CANTERO SALAZAR"	"96000"	"2017"	"No"
"329"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"GENESIS SAN MARTIN NEIRA"	"90000"	"2017"	"No"
"330"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FELIPE URIBE MIRANDA"	"150000"	"2017"	"No"
"331"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARCELO IVAN CARDENAS ALVAREZ"	"125000"	"2017"	"No"
"332"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"FERNANDO ECOBAR POSTEL"	"150000"	"2017"	"No"
"333"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"PABLO MORALES PANTOJA"	"3e+05"	"2017"	"No"
"334"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARCO ANTONIO OÑATEBASTIAS"	"3e+05"	"2017"	"No"
"335"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MAKARENA VERGARA DIGIOVANNI"	"5e+05"	"2017"	"No"
"336"	"ALEJANDRO NAVARRO BRAIN"	"PARTIDO PAIS"	"MARIA LUZ REYES SEPULVEDA"	"3e+05"	"2017"	"No"
"337"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"LUIS EUJENIO MANDIOLA SOLAR"	"1e+05"	"2017"	"No"
"338"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JAIME EDUARDO SILVAARANCIBIA"	"1e+05"	"2017"	"No"
"339"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"LUIS ARMANDO ILLANESSAAVEDRA"	"10000"	"2017"	"No"
"340"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"FERNANDO ARTURO ORDOÑEZ SANHUEZA"	"5e+05"	"2017"	"No"
"341"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"CLAUDIO ARTURO MENDEZ VALENZUELA"	"1e+05"	"2017"	"No"
"342"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"10000"	"2017"	"No"
"343"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"LUIS ALFONSO ABAD ARJONA"	"10000"	"2017"	"No"
"344"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"LUIS ARMANDO ILLANESSAAVEDRA"	"10000"	"2017"	"No"
"345"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"EDUARDO ALBERTO REYES SALDIAS"	"10000"	"2017"	"No"
"346"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"40000"	"2017"	"No"
"347"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"348"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JUAN WALKER PRIETO"	"10000"	"2017"	"No"
"349"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"MARCIAL VICTOR SILVAPEREZ"	"5000"	"2017"	"No"
"350"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"CRISTOBAL ISAIAS ORTIZ WURTH"	"1e+05"	"2017"	"No"
"351"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"ANGELICA CRISTINA EISELE HERNANDEZ"	"5000"	"2017"	"No"
"352"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"MARIA SOLEDAD ALVEARVALENZUELA"	"2e+05"	"2017"	"No"
"353"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JOSE MIGUEL BURMEISTER LOBATO"	"1e+05"	"2017"	"No"
"354"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"CAROLINA GOIC BOROEVIC"	"408257599"	"2017"	"No"
"355"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JOSE MANUEL RUIZ YAÑEZ"	"50000"	"2017"	"No"
"356"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"CLAUDIO EUGENIO SANTIBAÑEZ SANDOVAL"	"50000"	"2017"	"No"
"357"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"231736006"	"2017"	"No"
"358"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"NICOLAS EDUARDO MENALETELIER"	"150000"	"2017"	"No"
"359"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"PEDRO GERARDO CORREAJONES"	"1e+05"	"2017"	"No"
"360"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"10000"	"2017"	"No"
"361"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"ALEXANDRO LUIS IVANSOLIS COFRE"	"1e+05"	"2017"	"No"
"362"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JAMES ROBERT BLACK DUVANCED"	"250000"	"2017"	"No"
"363"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"5e+05"	"2017"	"No"
"364"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"RODRIGO ANTONIO RIVERA ASCENCIO"	"1e+05"	"2017"	"No"
"365"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"RAFAEL ADOLFO DEL CARMEN MORENO ROJAS"	"1e+05"	"2017"	"No"
"366"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"ALEJANDRO AQUILES PINO GUAJARDO"	"50000"	"2017"	"No"
"367"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"368"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"369"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"MARIA EUGENIA PAREDES BARRIENTOS"	"1e+05"	"2017"	"No"
"370"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"371"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"372"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"SERGIO FERNANDO MEJIA VIEDMAN"	"2e+05"	"2017"	"No"
"373"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"1e+05"	"2017"	"No"
"374"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"JUAN ENRIQUE FERNANDO KRAUSS RUSQUE"	"1e+05"	"2017"	"No"
"375"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	NA	"2e+05"	"2017"	"No"
"376"	"CAROLINA GOIC BOROEVIC"	"PARTIDO DEMOCRATA CRISTIANO"	"DANIEL RENE ESPINOZACAVIERES"	"1e+06"	"2017"	"No"
